4145563L,35,275,"Liberal workplace, political correct social mores, so it's been superficially fine. More negative experiences are related to having a female body than are related to my gender (non-binary).",Technical people have a lot of leverage in the workplace. Working remote is now the default and there would need to be a strong justification for going in to an office space. Maybe 1 / month with employer paying all travel costs if needed for morale. 
4145563M,24,60,"The technology I use in my field is relatively easy to use and grasp onto. A lot of the technology that I use is task-organization tools. These tools have been very easy to use in my experience, though they don't seem to cater to my gender in particular.",Nope! I enjoy my experience thus far in the design tech industry as an entry-level employee.
4145563N,24,40-50,"somewhat a good experience, sometimes i notice some lack of inclusivity . At the beginning it cqn be quick challenging",no
4145563O,23,7-12,"Due to the fact that the company I work for is a woman owned small business, my experience has been overall positive. I work remotely, so I'm not in contact with many people face to face. I handle a lot of online communication, but it's never been negative towards my gender.  ",Nothing to add. 
4145563P,32,2000,"As a woman in the tech field, I've had a generally positive experience. I've learned tons since starting out in the field a couple years ago and have the opportunity to work with extremely intelligent and supportive people.",No final thoughts
4145563Q,26,"15 Local, 1000+ nationwide",Over all positive. A slow and rough start due lack of support. Once in industry I've met other women and have a good workplace that is diverse. ,thank you!
4145563S,31,"40,000 employees","As a woman in the technology field my overall experience has been just okay. In the past and somewhat currently present you see many technology roles are held by men. Nowadays, you start to see more and more woman in technology roles, hence Women in Technology organziations/clubs within a company. However, the overall aspect still needs some improvement where the field of technology is balanced with all genders. ","No, the technology industry and roles are constantly changing and I'm so excited to see where the future hold with more and more balance between genders as we can all bring something to the table!"
4145563U,24,"10,000","I would say not terrible as a straight women of color. Not one has treated me any different or has actively been rude recently. In, the past I have experienced mild sexual harassments, mild racism. Since I have graduated from college I have yet to work with a female engineer  ","I think every company and experience is different and surveys like cannot capture the whole image. However, it nice to know people care about these things and are hopefully trying to use this data to make things better"
4145563V,22,800-1000,"I feel that my experience as a woman has led others to underestimate my abilities in the workplace. STEM has always been a male-driven field, and I believe that many still hold the stereotype that men are better at technology than women are. ",I do not have final thoughts at this time. 
4145563W,26,200,"I have had a positive experience in the technology field as a woman. I've been fortunate enough to have multiple opportunities where I was treated as an equal, and even in my current role, I also am treated as an equal and am given adequate responsibilities and am trusted to do a good job in my role.",No. Thank you for the opportunity.
4055253A,26,5000,"My experience was easy, I would even say privileged, because I didn't disclose my identity as a nonbinary person at work.",N/A
4055253B,23,400-500,"For the most part it has been good. However, sometimes I do feel like my opinion is not valued at times or I cannot fully express myself.",No thank you!
4055253C,25,"330,000 worldwide","woman, and fine. no discrimination or issues if that is to what you are referring","No, it was kind of odd that race and gender were brought up a lot; however, i appreciate the opportunity to participate in this survey. :)"
4055253D,18,Between 20 to 50 ,I would say it has been fair and enjoyable.,No final thoughts it would have been nice if i was asked more about my position in the work place.
4055253E,32,200+,"Overwhelming -- I'm expected to ""just know"" a lot about how tech works because of my generation and age.",n/a
4055253F,42,appx 50,My overall experience as a woman in the tech field can sometimes feel a little discriminating with other guys in the company looking down at women as if we may not know enough like they do,Not at this time
4055253G,24,"Approximately 3,000
",It's a bit difficult to have my voice heard in this field. I notice that my male colleagues often speak over me or don't take my input into consideration.,"I really enjoyed how hard-hitting some of the questions were. I liked that it asked questions about not only the diversity of the workplace but of leadership as well. It targeted a lot of factors that contribute to my decision to stay in this field such as compensation, promotions, and benefits packages despite the environment of the workplace."
4055253H,19,13,Overall positive- I haven't faced any discrimination based on my gender,Pretty good easy!
4055253I,20,50-100,My experience in the field as a woman has made me feel sometimes inferior to my male counterparts. I feel like being a woman makes some people feel less confident in my abilities.,I enjoyed the survey. It prompted me to think through different aspects of my job.
4055253J,23,"Over 10,000","As a woman working in a company that is recognized for their diverse pool of employees, I am surrounded by other women who are looking to help me advance my knowledge and push me to do better","No, thank you! I hope this has helped"
4055253K,26,Were a team of 4. The organisation has a total of under 20 employess,I would say that there is gender bias. I have faced it many a times. But there were also times when people encouraged me.,It was a great way to analyse my own experiences over time!
4163235A,44,"33 employees, and 500 nation wide",My experience has been that women tend to be pushed to the side a bit more than men when it comes to exploring new ideas. ,no final thoughts
4163235AA,23,300,"As a woman in my company, I have not experienced bias or discrimination because of my gender, but I have in other places. I was questioned at my previous company by a client because I was a recent graduate and because I am a woman. They asked if I really knew what I was talking about, and I assured them politely that I am confident in my abilities to complete their requests, and had the confidence of the company as well. Otherwise, my company leadership has not shown any discrimination or questioning or bias with me.",N/A
4163235AB,30,5,I feel that it is empowering and a big learning experience. ,not sure
4163235B,25,1000,i saidit,no
4163235C,32,9,"Overall, since I'm in marketing, I think that it tends to be a bit more open to women, since it tends to be a bit more on the creative side. I do feel however, on occasion, my technical knowledge has been questioned.",Nothing to add
4163235D,27,"50,000",Pretty good! I would say the overall experience has been positive. There are some times some challenges as a woman to be taken seriously.,nope!
4163235E,23,"200,000","While I feel like I have been fortunate throughout my education, I have noticed slight comments about my status as a PoC and woman. I think people have subconscious biases they attempt to keep in check, but this is not always the case. I think I still get afforded opportunities to showcase my work, however, people's preconceived notions of me based on my status as a woman and minority influence their expectations, for better or worse.","In my day to day, it can be easy to lose sight of the big picture and think I hate my job. However, when I take a step back, I realize I am very fortunate to have the job I do with the benefits it provides. "
4163235H,26,"10,000","Overall, it has been very positive. I have heard horror stories, but in my organization I feel as if I am an equal and my abilities are recognized. My organization makes efforts to make sure pay, treatment, and the experience is fair for all minorities, and in my eyes, they have been very successful in doing so.",Thank you
4163235I,37,10000,"As a woman, I have overall had a positive experience. At least 50% of my colleagues are also women.",no final thoughts
4163235J,25,they have about 25,seemingly normal. no issues when working.,N/A
4163235K,21,560,"Overall, as a woman in technology, my experience has not been awful. I have definitely experienced my fair share of sexism, but I don't think I have had it as bad as other women or trans people. I am often spoken over in meetings by men, and I have even had tools taken out of my hand by a man who didn't even know how to use them. I also feel as though there is some double standard with special treatment for women in tech. I have received scholarships just for being a woman in tech, rather than being a person in tech. ",nope
4163235L,32,30-50,Overall has been very good. I have been lucky to work with many companies and organizations that were women led and have diverse staff. ,"In my position there isn't really a ""promotion"" or upwards growth because I am an independent contractor, so those questions didn't always pertain to me. "
4163235N,27,"+10,000","Overall, being a woman in a male dominated field can have its challenges. Often times I feel overlooked or under-appreciated and as though my skills are not recognized. I often feel as though I get secretary work to do instead of my job description tasks","More questions surrounding the experience of being a woman, a trans person or non-binary person in the technology field"
4163235O,27,500,"Most of my team members have historically been male. I originally started working in the space as a product manager, and recently transitioned to design. Since transitioning to a UX design role, my team has been primarily female and/or non-binary folks. Working in technology tends to attract open-minded, creative individuals who are generally supportive and encouraging of all team members ideas regardless of gender identity in my experience.","Overall, I love working in tech in Chicago and feel the people attracted to this space make it a wonderful area to work in."
4163235P,40,200-300,It's been challenging to be a woman in a predominately cis-male populated field. ,I work in the arts field in technology. 
4163235Q,36,"22,000","i use tech.to be able to bridge the gap between other women., I support founders apps and I use them to find info on policies. ",great questionw in the survey covered a lot 
4163235R,28,45,"It has been an interesting experience. It was intimidating at the beginning as it was a new field. However, it has been very rewarding. ",Entering the tech field has been a great opportunity.
4163235S,35,500,"Basically, I think there are things people say but don't actually support.","Overall the survey was well constructed, and I can kind of see what the goal is. However, I think there are ways to make this survey and the information more comprehensive, inclusive, and reflective of marginalized experiences. You will only get so much from surveys like this; sometimes you have to ask people from specific communities directly what their experience is because it may not always come out in a survey."
4163235T,32,500 people,It is great no proplem we are all equal,no thank you
4163235U,23,1300,"It has been great overall. I feel like I am treated respectfully, but I have only been in my position for 1 month.",Maybe areas for the users to explain their answers.
4163235V,44,12,It has been a positive experience working in the tech field as a woman.,It would be great to hear the results of this survey. We still have a long way to go to make a gender equitable workforce.
4163235W,30,Approx 50,Starting my career was hard but as I was going through and gaining experience it got a lot better,No so many but was wondering what this survey is about
4163235X,30,5000+,The design field is a bit more diverse than other fields within the technology sector. It was more so an adjustment for me to fit into corporate culture.,Technology is booming in Chicago. It does feel like there are plenty of opportunities opening up. I don't feel stuck with my employer.
4163235Y,25,50 employees,it good sensation because that what i think i am  ,no every thing clear
4163235Z,24,Over 500,My experience in the technology field as a woman has been positive and I have not felt discriminated at my workplace.,I do not have any final thoughts.
4071119A,36,"10,000+ worldwide","My company values diversity and inclusion, so I feel respected and equal as a female PM.","This is an AWESOME survey, I hope to see the results and the impact this survey could produce. Thanks!"
4049156A,40,7,"Overall, my experience has been that there are limited women, and you get used to being the room outnumbered more often than not.  I currently work for an all-women business and loving it!  So refreshing","Final thought...there are more women than you'd think that have interest or are pursuing tech and science in a really interesting way. I am constantly surprised and delighted in how I see women taking practical, everyday issues that women face in particular, and solving it in a unique and inclusive manner.  The more the merrier!"
4055143A,34,"10,000","Men often become inappropriate at afterwork events when there is drinking involved. Customers often want to flirt. Overall, I think people believe women couldn't possibly know technology as well as men.",Thank you
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
